"","metric_group","metric_group_group","folder","score_type_rich","source","data_focus","N","score","sd","se","ci"
"747","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_4","All",2,0.5,0.707106781186548,0.5,6.35310236808735
"748","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_4","Worst 5%",1,0,NA,NA,NA
"749","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_5","All",3,1,0,0,0
"750","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_5","Worst 5%",1,1,NA,NA,NA
"751","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_6_in","All",2,0.999993652002793,8.97742374389076e-06,6.34799720689028e-06,8.0658952175413e-05
"752","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_6_in","Worst 5%",1,0.999987304005586,NA,NA,NA
"753","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_in","All",3,1,0,0,0
"754","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dumfries_in","Worst 5%",1,1,NA,NA,NA
"755","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline","All",7,0.999997123411404,7.61073804940256e-06,2.87658859605371e-06,7.03875872655229e-06
"756","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline","Worst 5%",1,0.999979863879828,NA,NA,NA
"757","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_1","All",1,1,NA,NA,NA
"758","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_1","Worst 5%",1,1,NA,NA,NA
"759","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_1_in","All",2,0.99999286804456,1.00861081088583e-05,7.13195543955436e-06,9.06200859842525e-05
"760","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_1_in","Worst 5%",1,0.999985736089121,NA,NA,NA
"761","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_2","All",4,0.999911270888625,0.000137730432764584,6.88652163822918e-05,0.000219159853438388
"762","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_2","Worst 5%",1,0.999709808473593,NA,NA,NA
"763","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_2_in","All",3,0.999992007840841,7.05915865500391e-06,4.07560714971879e-06,1.7535922228124e-05
"764","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_2_in","Worst 5%",1,0.999986624041947,NA,NA,NA
"765","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_3","All",3,0.99993939076846,7.98442361516865e-05,4.60980912354163e-05,0.000198344078090304
"766","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","dunfermline_3","Worst 5%",1,0.999848919776401,NA,NA,NA
"767","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","edinburgh","All",60,0.999819072513529,0.000719351323627022,9.28678565493239e-05,0.000185828151728161
"768","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","edinburgh","Worst 5%",3,0.997546158290353,0.0025718332272539,0.00148484860606586,0.00638878790815397
"769","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel","All",7,1,0,0,0
"770","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel","Worst 5%",1,1,NA,NA,NA
"771","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_2","All",3,0.999956195442838,4.07284200384544e-05,2.35145642728698e-05,0.000101175004157532
"772","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_2","Worst 5%",1,0.999919471734579,NA,NA,NA
"773","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_3","All",2,0.999991366210803,1.22100217776472e-05,8.63378919740976e-06,0.000109702693191262
"774","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_3","Worst 5%",1,0.999982732421605,NA,NA,NA
"775","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_4","All",3,0.999973272343603,2.31982652563438e-05,1.33935246904825e-05,5.76276855704712e-05
"776","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_4","Worst 5%",1,0.999958364559913,NA,NA,NA
"777","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_5","All",3,1,0,0,0
"778","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_5","Worst 5%",1,1,NA,NA,NA
"779","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_6_in","All",1,1,NA,NA,NA
"780","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_6_in","Worst 5%",1,1,NA,NA,NA
"781","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_in","All",1,0.999986943465204,NA,NA,NA
"782","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","espezel_in","Worst 5%",1,0.999986943465204,NA,NA,NA
"783","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","florence","All",18,1,0,0,0
"784","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","florence","Worst 5%",1,1,NA,NA,NA
"785","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa","All",4,1,0,0,0
"786","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa","Worst 5%",1,1,NA,NA,NA
"787","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa_1","All",4,1,0,0,0
"788","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa_1","Worst 5%",1,1,NA,NA,NA
"789","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa_2","All",4,0.999944955391236,6.64253779396927e-05,3.32126889698464e-05,0.000105697599300624
"790","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa_2","Worst 5%",1,0.999866274404921,NA,NA,NA
"791","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa_in","All",2,0.999942935402876,8.07015271840566e-05,5.7064597123957e-05,0.000725074454244323
"792","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","genoa_in","Worst 5%",1,0.999885870805752,NA,NA,NA
"793","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow","All",4,1,0,0,0
"794","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow","Worst 5%",1,1,NA,NA,NA
"795","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_1","All",2,0.999916016156844,6.80224065375169e-05,4.80991049353063e-05,0.000611157074934753
"796","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_1","Worst 5%",1,0.999867917051909,NA,NA,NA
"797","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_2","All",2,1,0,0,0
"798","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_2","Worst 5%",1,1,NA,NA,NA
"799","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_2_in","All",3,0.999996403356388,6.2295694730401e-06,3.59664361219518e-06,1.54751084559475e-05
"800","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_2_in","Worst 5%",1,0.999989210069163,NA,NA,NA
"801","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_3_in","All",4,0.999988030640324,8.15035020718094e-06,4.07517510359047e-06,1.29690259518056e-05
"802","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_3_in","Worst 5%",1,0.999981945873729,NA,NA,NA
"803","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_in","All",1,1,NA,NA,NA
"804","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","glasgow_in","Worst 5%",1,1,NA,NA,NA
"805","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","granada","All",9,1,0,0,0
"806","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","granada","Worst 5%",1,1,NA,NA,NA
"807","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","inverness","All",9,1,0,0,0
"808","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","inverness","Worst 5%",1,1,NA,NA,NA
"809","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","limoux","All",18,0.999972362856713,8.04712668876567e-05,1.89672595023115e-05,4.00174195667838e-05
"810","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","limoux","Worst 5%",1,0.999744310917924,NA,NA,NA
"811","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid","All",4,1,0,0,0
"812","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid","Worst 5%",1,1,NA,NA,NA
"813","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_1","All",3,0.999846348596846,0.00020786455813028,0.0001200106585915,0.000516364187787747
"814","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_1","Worst 5%",1,0.999609832227858,NA,NA,NA
"815","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_1_in","All",2,0.999990947440841,1.28022519360664e-05,9.05255915845115e-06,0.000115023670053614
"816","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_1_in","Worst 5%",1,0.999981894881683,NA,NA,NA
"817","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_2","All",4,1,0,0,0
"818","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_2","Worst 5%",1,1,NA,NA,NA
"819","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_2_in","All",3,0.999995541764748,7.72188996882636e-06,4.45823525215457e-06,1.91822380775481e-05
"820","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_2_in","Worst 5%",1,0.999986625294244,NA,NA,NA
"821","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_3","All",4,0.999962315345191,7.53693096171015e-05,3.76846548085508e-05,0.000119929390461364
"822","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","madrid_3","Worst 5%",1,0.999849261380766,NA,NA,NA
"823","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","malaga","All",18,0.999995115565715,2.07228996303347e-05,4.88443428481928e-06,1.03052555430148e-05
"824","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","malaga","Worst 5%",1,0.999912080182873,NA,NA,NA
"825","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","market","All",41,1,0,0,0
"826","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","market","Worst 5%",3,1,0,0,0
"827","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","milan","All",8,1,0,0,0
"828","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","milan","Worst 5%",1,1,NA,NA,NA
"829","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","nantes","All",8,1,0,0,0
"830","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","nantes","Worst 5%",1,1,NA,NA,NA
"831","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples","All",6,0.99999643592869,8.73015611622717e-06,3.56407130993238e-06,9.16173697022469e-06
"832","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples","Worst 5%",1,0.99997861557214,NA,NA,NA
"833","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_1","All",3,1,0,0,0
"834","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_1","Worst 5%",1,1,NA,NA,NA
"835","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_1_in","All",2,0.999993619519167,9.02336252850796e-06,6.38048083301257e-06,8.10716957794962e-05
"836","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_1_in","Worst 5%",1,0.999987239038334,NA,NA,NA
"837","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_2","All",3,0.999955861581921,7.64499826786828e-05,4.41384180790797e-05,0.000189912285034775
"838","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_2","Worst 5%",1,0.999867584745763,NA,NA,NA
"839","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_2_in","All",5,1,0,0,0
"840","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_2_in","Worst 5%",1,1,NA,NA,NA
"841","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_3","All",2,0.999967675200414,4.57141699758791e-05,3.23247995862586e-05,0.000410725521598816
"842","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","naples_3","Worst 5%",1,0.999935350400827,NA,NA,NA
"843","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault","All",6,1,0,0,0
"844","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault","Worst 5%",1,1,NA,NA,NA
"845","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault_1","All",6,0.99992007990919,9.61909066446866e-05,3.92697731958623e-05,0.000100946165666841
"846","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault_1","Worst 5%",1,0.9997854997855,NA,NA,NA
"847","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault_2","All",4,0.999952603347432,5.53773042034864e-05,2.76886521017432e-05,8.81176485794787e-05
"848","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault_2","Worst 5%",1,0.999894858584797,NA,NA,NA
"849","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault_in","All",3,0.999987524801926,1.11205543258937e-05,6.42045503359261e-06,2.76249883765209e-05
"850","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","orvault_in","Worst 5%",1,0.999978652093162,NA,NA,NA
"851","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","palermo","All",9,1,0,0,0
"852","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","palermo","Worst 5%",1,1,NA,NA,NA
"853","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","paris","All",60,0.999763621396651,0.000585314221662891,7.55637410932911e-05,0.000151202696678734
"854","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","paris","Worst 5%",3,0.99778644531683,0.00156225491777207,0.000901968297318521,0.00388085635660501
"855","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","perth","All",18,0.999981176308438,5.58038595866529e-05,1.31530958433681e-05,2.77506065070726e-05
"856","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","perth","Worst 5%",1,0.999799639350831,NA,NA,NA
"857","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","perth_lower","All",4,0.999917355371901,0.000165289256198353,8.26446280991766e-05,0.000263012091345771
"858","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","perth_lower","Worst 5%",1,0.999669421487603,NA,NA,NA
"859","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","rennes","All",13,0.999988759518059,2.7443841065528e-05,7.61155201211119e-06,1.65841471776673e-05
"860","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","rennes","Worst 5%",1,0.999925512104283,NA,NA,NA
"861","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","rome","All",53,0.981033223994333,0.137346877971963,0.0188660446148207,0.0378574881504812
"862","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","rome","Worst 5%",3,0.666095505941415,0.57685564193625,0.333047760155448,1.43298885436978
"863","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","roquefeuil","All",2,0.999771791990118,8.83801540703738e-07,6.24942062654732e-07,7.94064179633834e-06
"864","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","roquefeuil","Worst 5%",1,0.999771167048055,NA,NA,NA
"865","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville","All",4,1,0,0,0
"866","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville","Worst 5%",1,1,NA,NA,NA
"867","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville_1","All",3,0.99996743519604,5.64038949970546e-05,3.25648039598928e-05,0.000140115042651789
"868","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville_1","Worst 5%",1,0.99990230558812,NA,NA,NA
"869","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville_2","All",5,1,0,0,0
"870","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville_2","Worst 5%",1,1,NA,NA,NA
"871","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville_in","All",4,1,0,0,0
"872","edge_first","small","metrics_equal_linear_pricing_big2.env.scenario_2-edge_first_valuation_rates_no-telemetry_2023-08-01-01-53","$apdex$
High load High latency","seville_in","Worst 5%",1,1,NA,NA,NA
